## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
530564	core	Pirellula staleyi DSM 6068	Pirellula staleyi
531844	periphery	Flavobacteriaceae bacterium 3519-10	Flavobacteriaceae bacterium 351910
533240	core	Cylindrospermopsis raciborskii CS-505	Cylindrospermopsis raciborskii
533247	core	Raphidiopsis brookii D9	Raphidiopsis brookii
535289	core	Acidovorax ebreus TPSY	Acidovorax ebreus
536019	periphery	Mesorhizobium opportunistum WSM2075	Mesorhizobium opportunistum
536227	periphery	Clostridium carboxidivorans P7	Clostridium carboxidivorans
536232	periphery	Clostridium botulinum A2 str. Kyoto	Clostridium botulinum A2 Kyoto
536233	periphery	Clostridium botulinum E1 str. 'BoNT E Beluga'	Clostridium botulinum E1 BoNT
537007	periphery	Blautia hansenii DSM 20583	Blautia hansenii
537011	periphery	Prevotella copri DSM 18205	Prevotella copri
537013	periphery	[Clostridium] methylpentosum DSM 5476	Clostridium methylpentosum
537021	periphery	Candidatus Liberibacter asiaticus str. psy62	Liberibacter asiaticus psy62
537970	periphery	Helicobacter canadensis MIT 98-5491	Helicobacter canadensis
537971	periphery	Helicobacter cinaedi CCUG 18818	Helicobacter cinaedi CCUG 18818
537972	periphery	Helicobacter pullorum MIT 98-5489	Helicobacter pullorum
543526	periphery	Haloterrigena turkmenica DSM 5511	Haloterrigena turkmenica
543632	periphery	Actinoplanes subtropicus	Actinoplanes subtropicus
543728	periphery	Variovorax paradoxus S110	Variovorax paradoxus S110
543734	core	Lactobacillus casei BL23	Lactobacillus casei BL23
543913	core	beta proteobacterium CB	beta proteobacterium CB
545243	periphery	Clostridium arbusti SL206	Clostridium arbusti
545264	periphery	Thioalkalivibrio sp. AKL11	Thioalkalivibrio sp. AKL11
545276	periphery	Thioalkalivibrio sp. ALJ24	Thioalkalivibrio sp. ALJ24
545693	core	Bacillus megaterium QM B1551	Bacillus megaterium QM B1551
545694	periphery	Treponema primitia ZAS-2	Treponema primitia ZAS2
545695	periphery	Treponema azotonutricium ZAS-9	Treponema azotonutricium
545696	core	Holdemania filiformis DSM 12042	Holdemania filiformis
545697	periphery	Clostridium celatum DSM 1785	Clostridium celatum
546262	core	Neisseria cinerea ATCC 14685	Neisseria cinerea
546264	core	Neisseria flavescens NRL30031/H210	Neisseria flavescens NRL30031H210
546266	periphery	Neisseria mucosa ATCC 25996	Neisseria mucosa ATCC 25996
546267	periphery	Neisseria polysaccharea ATCC 43768	Neisseria polysaccharea
546268	periphery	Neisseria subflava NJ9703	Neisseria subflava
546269	core	Filifactor alocis ATCC 35896	Filifactor alocis
546270	periphery	Gemella haemolysans ATCC 10379	Gemella haemolysans ATCC 10379
546271	periphery	Selenomonas sputigena ATCC 35185	Selenomonas sputigena
546273	core	Veillonella dispar ATCC 17748	Veillonella dispar
546274	core	Eikenella corrodens ATCC 23834	Eikenella corrodens ATCC 23834
546275	core	Fusobacterium periodonticum ATCC 33693	Fusobacterium periodonticum
546414	periphery	Deinococcus deserti VCD115	Deinococcus deserti
547042	periphery	Bacteroides coprophilus DSM 18228 = JCM 13818	Bacteroides coprophilus
547043	periphery	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	Bifidobacterium pseudocatenulatum
547045	periphery	Neisseria sicca ATCC 29256	Neisseria sicca
547144	periphery	Hydrogenobaculum sp. HO	Hydrogenobaculum sp. HO
547163	periphery	Mycobacterium vulneris	Mycobacterium vulneris
547559	core	Natrialba magadii ATCC 43099	Natrialba magadii
548476	periphery	Corynebacterium aurimucosum ATCC 700975	Corynebacterium aurimucosum
548477	periphery	Corynebacterium glucuronolyticum ATCC 51867	Corynebacterium glucuronolyticum
548479	periphery	Mobiluncus curtisii ATCC 43063	Mobiluncus curtisii ATCC 43063
550540	core	Ferrimonas balearica DSM 9799	Ferrimonas balearica
551115	periphery	'Nostoc azollae' 0708	Nostoc azollae
551275	periphery	Hirschia maritima DSM 19733	Hirschia maritima
551789	periphery	Ponticaulis koreensis DSM 19734	Ponticaulis koreensis
552396	periphery	Erysipelotrichaceae bacterium 5_2_54FAA	Erysipelotrichaceae bacterium 5254FAA
552398	periphery	Ruminococcaceae bacterium D16	Ruminococcaceae bacterium D16
552467	periphery	Cryptococcus gattii	Cryptococcus gattii
552531	periphery	Bifidobacterium animalis subsp. lactis BB-12	Bifidobacterium animalis
552811	core	Dehalogenimonas lykanthroporepellens BL-DC-9	Dehalogenimonas lykanthroporepellens
553171	periphery	Prevotella bivia JCVIHMP010	Prevotella bivia JCVIHMP010
553174	periphery	Prevotella melaninogenica ATCC 25845	Prevotella melaninogenica
553175	periphery	Porphyromonas endodontalis ATCC 35406	Porphyromonas endodontalis
553177	core	Capnocytophaga sputigena ATCC 33612	Capnocytophaga sputigena
553178	periphery	Capnocytophaga gingivalis ATCC 33624	Capnocytophaga gingivalis
553184	periphery	Atopobium rimae ATCC 49626	Atopobium rimae
553204	periphery	Corynebacterium amycolatum SK46	Corynebacterium amycolatum
553207	periphery	Corynebacterium matruchotii ATCC 14266	Corynebacterium matruchotii
553217	core	Enhydrobacter aerosaccus SK60	Enhydrobacter aerosaccus
553218	periphery	Campylobacter rectus RM3267	Campylobacter rectus
553219	periphery	Campylobacter showae RM3277	Campylobacter showae RM3277
553220	periphery	Campylobacter gracilis RM3268	Campylobacter gracilis
553385	periphery	Cobetia crustatorum	Cobetia crustatorum
553973	periphery	[Clostridium] hylemonae DSM 15053	Clostridium hylemonae
554065	core	Chlorella variabilis	Chlorella variabilis
555079	core	Thermosediminibacter oceani DSM 16646	Thermosediminibacter oceani
555088	periphery	Dethiobacter alkaliphilus AHT 1	Dethiobacter alkaliphilus
555217	core	Zymomonas mobilis subsp. mobilis ATCC 10988	Zymomonas mobilis ATCC 10988
555500	core	Galbibacter marinus	Galbibacter marinus
555778	core	Halothiobacillus neapolitanus c2	Halothiobacillus neapolitanus
555779	core	Desulfonatronospira thiodismutans ASO3-1	Desulfonatronospira thiodismutans
555793	periphery	Novosphingobium sp. Rr 2-17	Novosphingobium sp. Rr 217
556261	periphery	Clostridium sp. D5	Clostridium sp. D5
556263	core	Fusobacterium necrophorum D12	Fusobacterium necrophorum D12
556267	periphery	Helicobacter winghamensis ATCC BAA-430	Helicobacter winghamensis
556268	periphery	Oxalobacter formigenes HOxBLS	Oxalobacter formigenes HOxBLS
556269	periphery	Oxalobacter formigenes OXCC13	Oxalobacter formigenes OXCC13
557436	core	Lactobacillus reuteri DSM 20016	Lactobacillus reuteri DSM 20016
557598	core	Laribacter hongkongensis HLHK9	Laribacter hongkongensis
557599	periphery	Mycobacterium kansasii ATCC 12478	Mycobacterium kansasii ATCC 12478
558152	periphery	Chryseobacterium piperi	Chryseobacterium piperi
558169	core	Lentibacillus jeotgali	Lentibacillus jeotgali
558173	periphery	Corynebacterium doosanense CAU 212 = DSM 45436	Corynebacterium doosanense
558884	periphery	Aeromonas sp. AE122	Aeromonas sp. AE122
561175	periphery	Actinomadura flavalba DSM 45200	Actinomadura flavalba
561177	periphery	Anaerococcus hydrogenalis DSM 7454	Anaerococcus hydrogenalis
561180	periphery	Bifidobacterium gallicum DSM 20093 = LMG 11596	Bifidobacterium gallicum
561229	core	Dickeya zeae Ech1591	Dickeya zeae
561230	periphery	Pectobacterium carotovorum subsp. carotovorum PC1	Pectobacterium carotovorum PC1
561231	periphery	Pectobacterium wasabiae WPP163	Pectobacterium wasabiae
562743	core	Amphibacillus jilinensis Y1	Amphibacillus jilinensis
562970	core	Kyrpidia tusciae DSM 2912	Kyrpidia tusciae
562973	periphery	Actinomyces viscosus C505	Actinomyces viscosus
562981	core	Gemella haemolysans M341	Gemella haemolysans M341
562982	core	Gemella morbillorum M424	Gemella morbillorum
562983	periphery	Gemella sanguinis M325	Gemella sanguinis
563008	core	Prevotella oris C735	Prevotella oris C735
563031	periphery	Prevotella sp. C561	Prevotella sp. C561
563037	periphery	Streptococcus sp. M143	Streptococcus sp. M143
563038	periphery	Streptococcus sp. M334	Streptococcus sp. M334
563040	periphery	Sulfurimonas autotrophica DSM 16294	Sulfurimonas autotrophica
563192	core	Bilophila wadsworthia 3_1_6	Bilophila wadsworthia 316
565033	core	Geoglobus acetivorans	Geoglobus acetivorans
565034	core	Brachyspira hyodysenteriae WA1	Brachyspira hyodysenteriae
565045	periphery	Luminiphilus syltensis NOR5-1B	Luminiphilus syltensis
565575	periphery	Ureaplasma urealyticum serovar 10 str. ATCC 33699	Ureaplasma urealyticum
565653	periphery	Enterococcus gallinarum EG2	Enterococcus gallinarum
565655	core	Enterococcus casseliflavus EC20	Enterococcus casseliflavus
565664	periphery	Enterococcus faecium C68	Enterococcus faecium C68
566461	periphery	Streptomyces ghanaensis ATCC 14672	Streptomyces ghanaensis
566466	periphery	gamma proteobacterium NOR5-3	gamma proteobacterium NOR53
566552	periphery	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043	Bifidobacterium catenulatum
568076	periphery	Metarhizium robertsii	Metarhizium robertsii
568703	core	Lactobacillus rhamnosus GG	Lactobacillus rhamnosus
568706	core	Bordetella pertussis 18323	Bordetella pertussis 18323
568768	periphery	Dickeya sp. NCPPB 569	Dickeya sp. NCPPB569
568816	core	Acidaminococcus intestini RyC-MR95	Acidaminococcus intestini
568817	periphery	Serratia symbiotica str. 'Cinara cedri'	Serratia symbiotica
570268	periphery	Nocardiopsis potens DSM 45234	Nocardiopsis potens
570417	periphery	Wolbachia endosymbiont of Culex quinquefasciatus Pel	Wolbachia endosymbiont of Culex
570952	core	Fodinicurvata sediminis DSM 21159	Fodinicurvata sediminis
570967	periphery	Fodinicurvata fenggangensis DSM 21160	Fodinicurvata fenggangensis
571166	core	Sedimentitalea nanhaiensis DSM 24252	Sedimentitalea nanhaiensis
572265	periphery	Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	Hamiltonella defensa
572477	core	Allochromatium vinosum DSM 180	Allochromatium vinosum
572478	core	Vulcanisaeta distributa DSM 14429	Vulcanisaeta distributa
572479	periphery	Halanaerobium praevalens DSM 2228	Halanaerobium praevalens
572480	periphery	Arcobacter nitrofigilis DSM 7299	Arcobacter nitrofigilis
572544	core	Ilyobacter polytropus DSM 2926	Ilyobacter polytropus
572546	periphery	Archaeoglobus profundus DSM 5631	Archaeoglobus profundus
572547	core	Aminobacterium colombiense DSM 12261	Aminobacterium colombiense
573061	periphery	Clostridium cellulovorans 743B	Clostridium cellulovorans
573063	periphery	Methanocaldococcus infernus ME	Methanocaldococcus infernus
573064	core	Methanocaldococcus fervens AG86	Methanocaldococcus fervens
573065	core	Asticcacaulis excentricus CB 48	Asticcacaulis excentricus
573370	core	Desulfovibrio magneticus RS-1	Desulfovibrio magneticus RS1
573413	core	Spirochaeta smaragdinae DSM 11293	Spirochaeta smaragdinae
573569	periphery	Francisella sp. TX077308	Francisella sp. TX077308
574087	core	Acetohalobium arabaticum DSM 5501	Acetohalobium arabaticum
574375	periphery	Bacillus gaemokensis	Bacillus gaemokensis
574376	periphery	Bacillus manliponensis	Bacillus manliponensis
574556	periphery	Anaplasma centrale str. Israel	Anaplasma centrale
574966	periphery	Halomonas zhanjiangensis DSM 21076	Halomonas zhanjiangensis
575540	core	Isosphaera pallida ATCC 43644	Isosphaera pallida
575564	periphery	Acinetobacter sp. RUH2624	Acinetobacter sp. RUH2624
575586	periphery	Acinetobacter johnsonii SH046	Acinetobacter johnsonii
575588	periphery	Acinetobacter lwoffii SH145	Acinetobacter lwoffii SH145
575589	periphery	Acinetobacter radioresistens SH164	Acinetobacter radioresistens
575590	periphery	Bacteroidetes oral taxon 274 str. F0058	Bacteroidetes F0058
575593	periphery	Lachnospiraceae oral taxon 107 str. F0167	Lachnospiraceae F0167
575594	periphery	Lactobacillus coleohominis 101-4-CHN	Lactobacillus coleohominis
575605	periphery	Lactobacillus jensenii 115-3-CHN	Lactobacillus jensenii 1153CHN
575606	periphery	Lactobacillus jensenii 27-2-CHN	Lactobacillus jensenii 272CHN
575609	periphery	Peptoniphilus sp. oral taxon 386 str. F0131	Peptoniphilus sp. F0131
575615	periphery	Prevotella sp. oral taxon 317 str. F0108	Prevotella sp. F0108
575788	periphery	Vibrio tasmaniensis LGP32	Vibrio tasmaniensis
579137	periphery	Methanocaldococcus vulcanius M7	Methanocaldococcus vulcanius
579138	periphery	Zymomonas mobilis subsp. pomaceae ATCC 29192	Zymomonas mobilis pomaceae
579405	periphery	Dickeya dadantii Ech703	Dickeya dadantii Ech703
580327	periphery	Thermoanaerobacterium thermosaccharolyticum DSM 571	Thermoanaerobacterium thermosaccharolyticum
580331	core	Thermoanaerobacter italicus Ab9	Thermoanaerobacter italicus
580332	core	Sideroxydans lithotrophicus ES-1	Sideroxydans lithotrophicus
580340	core	Thermovirga lienii DSM 17291	Thermovirga lienii
582402	core	Hirschia baltica ATCC 49814	Hirschia baltica
582515	core	Rubidibacter lacunae KORDI 51-2	Rubidibacter lacunae
582744	core	Methylovorus glucosetrophus SIP3-4	Methylovorus glucosetrophus
582899	core	Hyphomicrobium denitrificans ATCC 51888	Hyphomicrobium denitrificans ATCC 51888
583345	periphery	Methylotenera mobilis JLW8	Methylotenera mobilis JLW8
583355	core	Coraliomargarita akajimensis DSM 45221	Coraliomargarita akajimensis
584708	core	Aminomonas paucivorans DSM 12260	Aminomonas paucivorans
585198	periphery	Mobiluncus curtisii subsp. curtisii ATCC 35241	Mobiluncus curtisii ATCC 35241
585199	periphery	Mobiluncus mulieris ATCC 35243	Mobiluncus mulieris ATCC 35243
585202	periphery	Streptococcus mitis SK321	Streptococcus mitis SK321
585203	periphery	Streptococcus mitis SK564	Streptococcus mitis SK564
585204	periphery	Streptococcus mitis SK597	Streptococcus mitis SK597
585394	periphery	Roseburia hominis A2-183	Roseburia hominis
585423	periphery	Synechococcus sp. KORDI-49	Synechococcus sp. KORDI49
585425	periphery	Synechococcus sp. KORDI-52	Synechococcus sp. KORDI52
585501	periphery	Oribacterium sinus F0268	Oribacterium sinus
585502	periphery	Prevotella bergensis DSM 17361	Prevotella bergensis
585503	periphery	Selenomonas noxia ATCC 43541	Selenomonas noxia ATCC 43541
585506	periphery	Weissella paramesenteroides ATCC 33313	Weissella paramesenteroides
585524	periphery	Lactobacillus amylolyticus DSM 11664	Lactobacillus amylolyticus
585529	periphery	Corynebacterium genitalium ATCC 33030	Corynebacterium genitalium
585530	core	Brevibacterium mcbrellneri ATCC 49030	Brevibacterium mcbrellneri
585531	core	Aeromicrobium marinum DSM 15272	Aeromicrobium marinum
585543	core	Bacteroides sp. D20	Bacteroides sp. D20
586413	periphery	Oceanobacillus manasiensis	Oceanobacillus manasiensis
586416	core	Terribacillus aidingensis	Terribacillus aidingensis
587753	periphery	Pseudomonas chlororaphis	Pseudomonas chlororaphis
588581	periphery	[Clostridium] papyrosolvens DSM 2782	Clostridium papyrosolvens
588596	core	Rhizophagus irregularis	Rhizophagus irregularis
588726	periphery	Kazachstania naganishii	Kazachstania naganishii
588932	core	Brevundimonas naejangsanensis	Brevundimonas naejangsanensis
589865	core	Desulfurivibrio alkaliphilus AHT2	Desulfurivibrio alkaliphilus
589873	core	Alteromonas australica	Alteromonas australica
589924	core	Ferroglobus placidus DSM 10642	Ferroglobus placidus
590409	periphery	Dickeya dadantii Ech586	Dickeya dadantii Ech586
590998	core	Cellulomonas fimi ATCC 484	Cellulomonas fimi
591001	core	Acidaminococcus fermentans DSM 20731	Acidaminococcus fermentans
591019	periphery	Staphylothermus hellenicus DSM 12710	Staphylothermus hellenicus
591023	periphery	Actinobacillus minor 202	Actinobacillus minor 202
591157	periphery	Streptomyces sp. SPB78	Streptomyces sp. SPB78
591158	periphery	Streptomyces sp. AA4	Streptomyces sp. AA4
591159	periphery	Streptomyces viridochromogenes DSM 40736	Streptomyces viridochromogenes
591167	periphery	Streptomyces pratensis ATCC 33331	Streptomyces pratensis
592010	core	Abiotrophia defectiva ATCC 49176	Abiotrophia defectiva
592015	periphery	Anaerobaculum hydrogeniformans ATCC BAA-1850	Anaerobaculum hydrogeniformans
592026	core	Catonella morbi ATCC 51271	Catonella morbi
592027	core	Clostridium botulinum D str. 1873	Clostridium botulinum D 1873
592028	core	Dialister invisus DSM 15470	Dialister invisus
592029	periphery	Nonlabens dokdonensis DSW-6	Nonlabens dokdonensis
592031	core	Eubacterium saphenum ATCC 49989	Eubacterium saphenum
592316	periphery	Pantoea sp. At-9b	Pantoea sp. At9b
593105	periphery	Pantoea sp. Sc1	Pantoea sp. Sc1
593117	core	Thermococcus gammatolerans EJ3	Thermococcus gammatolerans
593750	periphery	Methanoregula formicica SMSP	Methanoregula formicica
593907	periphery	[Cellvibrio] gilvus ATCC 13127	Cellvibrio gilvus
595460	periphery	Rhodopirellula sp. SWK7	Rhodopirellula sp. SWK7
595494	core	Tolumonas auensis DSM 9187	Tolumonas auensis
595536	core	Methylosinus trichosporium OB3b	Methylosinus trichosporium
595537	core	Variovorax paradoxus EPS	Variovorax paradoxus EPS
595593	periphery	Arthrobacter sp. A3	Arthrobacter sp. A3
596151	periphery	Desulfovibrio fructosivorans JJ	Desulfovibrio fructosivorans
596152	periphery	Desulfovibrio sp. U5L	Desulfovibrio sp. U5L
596153	periphery	Alicycliphilus denitrificans BC	Alicycliphilus denitrificans BC
596154	core	Alicycliphilus denitrificans K601	Alicycliphilus denitrificans K601
596315	periphery	Peptostreptococcus stomatis DSM 17678	Peptostreptococcus stomatis
596319	periphery	Staphylococcus warneri L37603	Staphylococcus warneri L37603
596320	periphery	Neisseria flavescens SK114	Neisseria flavescens SK114
596323	periphery	Leptotrichia goodfellowii F0264	Leptotrichia goodfellowii
596324	core	Treponema vincentii ATCC 35580	Treponema vincentii
596327	core	Porphyromonas uenonis 60-3	Porphyromonas uenonis 603
596328	core	Mobiluncus mulieris 28-1	Mobiluncus mulieris 281
596329	core	Peptostreptococcus anaerobius 653-L	Peptostreptococcus anaerobius 653L
596330	periphery	Peptoniphilus lacrimalis 315-B	Peptoniphilus lacrimalis
598467	core	Brenneria sp. EniD312	Brenneria sp. EniD312
598659	core	Nautilia profundicola AmH	Nautilia profundicola
600809	periphery	Blattabacterium sp. (Periplaneta americana) str. BPLAN	Blattabacterium sp. BPLAN
604331	periphery	Meiothermus rufus DSM 22234	Meiothermus rufus
604354	periphery	Thermococcus sibiricus MM 739	Thermococcus sibiricus
608506	periphery	Caldicellulosiruptor obsidiansis OB47	Caldicellulosiruptor obsidiansis
